OrderDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderQuantity
1/15/2017,SO62102,536,23734,1,2
1/15/2017,SO62102,214,23734,1,1
1/15/2017,SO62099,480,26794,1,2
1/15/2017,SO62099,484,26794,1,2
1/15/2017,SO62099,530,26794,1,2
1/15/2017,SO62099,541,26794,1,2
1/15/2017,SO62090,535,14056,9,3
1/15/2017,SO62121,541,29377,8,2
1/15/2017,SO62121,530,29377,8,1
1/15/2017,SO62109,474,19882,4,1
1/15/2017,SO62109,488,19882,4,1
1/15/2017,SO62101,535,26079,1,3
1/15/2017,SO62101,528,26079,1,2
1/15/2017,SO62101,220,26079,1,1
1/15/2017,SO62100,530,26254,1,2
1/15/2017,SO62100,541,26254,1,2
1/15/2017,SO62153,473,23898,8,1
1/15/2017,SO62153,605,23898,8,1
1/15/2017,SO62098,529,29009,4,2
1/15/2017,SO62098,539,29009,4,2
1/15/2017,SO62126,223,12636,8,2
1/15/2017,SO62132,477,19718,1,2
1/15/2017,SO62132,478,19718,1,2
1/15/2017,SO62132,595,19718,1,1
1/15/2017,SO62140,529,17351,9,2
1/15/2017,SO62140,214,17351,9,1
1/15/2017,SO62140,373,17351,9,1
1/15/2017,SO62140,464,17351,9,1
1/15/2017,SO62140,540,17351,9,1
1/15/2017,SO62144,480,13953,9,3
1/15/2017,SO62144,356,13953,9,1
1/15/2017,SO62138,529,13527,9,2
1/15/2017,SO62138,377,13527,9,1
1/15/2017,SO62138,540,13527,9,1
1/15/2017,SO62127,466,11248,7,2
1/15/2017,SO62127,477,11248,7,2
1/15/2017,SO62127,479,11248,7,2
1/15/2017,SO62150,477,23195,1,2
1/15/2017,SO62150,479,23195,1,2
1/15/2017,SO62150,220,23195,1,1
1/15/2017,SO62150,232,23195,1,1
1/15/2017,SO62150,584,23195,1,1
1/16/2017,SO62180,480,28776,4,2
1/16/2017,SO62172,539,17787,7,2
1/16/2017,SO62172,581,17787,7,1
1/16/2017,SO62176,223,17873,8,2
1/16/2017,SO62176,226,17873,8,1
1/16/2017,SO62176,580,17873,8,1
1/16/2017,SO62181,464,28855,4,2
1/16/2017,SO62181,529,28855,4,2
1/16/2017,SO62181,539,28855,4,2
1/16/2017,SO62181,232,28855,4,1
1/16/2017,SO62186,538,27474,1,2
1/16/2017,SO62186,215,27474,1,1
1/16/2017,SO62186,529,27474,1,1
1/16/2017,SO62179,488,11646,1,1
1/16/2017,SO62164,477,22859,9,2
1/16/2017,SO62231,223,23102,9,3
1/16/2017,SO62231,605,23102,9,1
1/16/2017,SO62210,485,18942,4,3
1/16/2017,SO62210,528,18942,4,2
1/16/2017,SO62210,536,18942,4,2
1/16/2017,SO62210,484,18942,4,1
1/16/2017,SO62210,487,18942,4,1
1/16/2017,SO62210,587,18942,4,1
1/16/2017,SO62161,480,17061,9,2
1/16/2017,SO62161,536,17061,9,2
1/16/2017,SO62221,362,13131,9,1
1/16/2017,SO62183,529,27506,4,3
1/16/2017,SO62183,484,27506,4,2
1/16/2017,SO62183,538,27506,4,2
1/16/2017,SO62220,358,13115,9,1
1/16/2017,SO62220,480,13115,9,1
1/16/2017,SO62201,529,23772,8,2
1/16/2017,SO62201,214,23772,8,1
1/16/2017,SO62177,477,15357,8,2
1/16/2017,SO62177,478,15357,8,2
1/16/2017,SO62177,215,15357,8,1
1/16/2017,SO62177,352,15357,8,1
1/16/2017,SO62169,223,18247,9,2
1/16/2017,SO62162,480,22204,9,3
1/16/2017,SO62162,528,22204,9,2
1/16/2017,SO62162,537,22204,9,1
1/16/2017,SO62168,464,13954,9,3
1/16/2017,SO62171,540,14123,9,1
1/16/2017,SO62230,587,14346,9,1
1/16/2017,SO62225,489,26058,4,1
1/16/2017,SO62225,563,26058,4,1
1/16/2017,SO62189,528,23191,1,2
1/16/2017,SO62189,536,23191,1,2
1/16/2017,SO62163,528,24897,9,2
1/16/2017,SO62167,223,17283,9,1
1/16/2017,SO62167,229,17283,9,1
1/16/2017,SO62224,477,26617,4,2
1/16/2017,SO62224,479,26617,4,2
1/16/2017,SO62224,489,26617,4,1
1/16/2017,SO62224,586,26617,4,1
1/16/2017,SO62185,480,26583,4,2
1/16/2017,SO62185,530,26583,4,2
1/16/2017,SO62185,541,26583,4,2
1/16/2017,SO62211,223,14639,4,1
1/16/2017,SO62211,475,14639,4,1
1/16/2017,SO62211,587,14639,4,1
1/16/2017,SO62199,235,12752,7,1
1/16/2017,SO62199,476,12752,7,1
1/16/2017,SO62173,599,11420,7,1
1/16/2017,SO62217,214,23432,9,1
1/16/2017,SO62217,583,23432,9,1
1/16/2017,SO62197,528,15837,1,2
1/16/2017,SO62197,215,15837,1,1
1/16/2017,SO62195,477,17577,4,2
1/16/2017,SO62195,214,17577,4,1
1/16/2017,SO62232,477,23321,9,2
1/16/2017,SO62232,479,23321,9,2
1/16/2017,SO62232,471,23321,9,1
1/16/2017,SO62232,604,23321,9,1
1/16/2017,SO62229,477,23226,8,2
1/16/2017,SO62229,479,23226,8,2
1/16/2017,SO62229,214,23226,8,1
1/16/2017,SO62229,605,23226,8,1
1/16/2017,SO62218,214,20613,9,1
1/16/2017,SO62218,377,20613,9,1
1/16/2017,SO62182,541,27391,1,3
1/16/2017,SO62182,530,27391,1,1
1/16/2017,SO62212,588,14589,4,1
1/16/2017,SO62228,235,20059,7,1
1/16/2017,SO62228,389,20059,7,1
1/16/2017,SO62223,220,25421,1,1
1/16/2017,SO62223,577,25421,1,1
1/16/2017,SO62184,480,26451,1,2
1/16/2017,SO62184,535,26451,1,2
1/16/2017,SO62216,477,26963,8,2
1/16/2017,SO62216,223,26963,8,1
1/16/2017,SO62216,479,26963,8,1
1/16/2017,SO62216,578,26963,8,1
1/16/2017,SO62165,478,28951,9,3
1/16/2017,SO62219,389,25234,9,1
1/16/2017,SO62219,491,25234,9,1
1/16/2017,SO62166,478,15240,9,2
1/16/2017,SO62158,479,12894,4,3
1/16/2017,SO62158,477,12894,4,2
1/16/2017,SO62191,477,20635,1,3
1/16/2017,SO62191,478,20635,1,2
1/16/2017,SO62191,215,20635,1,1
1/16/2017,SO62187,528,26679,1,2
1/16/2017,SO62187,535,26679,1,2
1/16/2017,SO62214,480,19721,1,2
1/16/2017,SO62214,485,19721,1,2
1/16/2017,SO62214,597,19721,1,1
1/16/2017,SO62213,477,19736,4,3
1/16/2017,SO62213,478,19736,4,2
1/16/2017,SO62213,487,19736,4,1
1/16/2017,SO62213,490,19736,4,1
1/16/2017,SO62213,596,19736,4,1
1/16/2017,SO62160,480,14307,9,3
1/16/2017,SO62160,528,14307,9,2
1/16/2017,SO62160,535,14307,9,1
1/16/2017,SO62170,223,11150,9,2
1/16/2017,SO62196,528,16356,4,3
1/16/2017,SO62196,480,16356,4,2
1/16/2017,SO62192,477,21612,1,2
1/16/2017,SO62192,478,21612,1,2
1/16/2017,SO62222,356,11031,9,1
1/16/2017,SO62222,480,11031,9,1
1/16/2017,SO62178,214,12211,7,1
1/16/2017,SO62178,358,12211,7,1
1/16/2017,SO62206,537,11258,4,1
1/17/2017,SO62271,485,14419,1,2
1/17/2017,SO62271,358,14419,1,1
1/17/2017,SO62271,491,14419,1,1
1/17/2017,SO62249,541,26586,1,2
1/17/2017,SO62243,477,12276,8,2
1/17/2017,SO62243,478,12276,8,2
1/17/2017,SO62243,215,12276,8,1
1/17/2017,SO62243,358,12276,8,1
1/17/2017,SO62274,389,17732,9,1
1/17/2017,SO62274,489,17732,9,1
1/17/2017,SO62246,529,11230,4,2
1/17/2017,SO62246,484,11230,4,1
1/17/2017,SO62275,214,25229,9,1
1/17/2017,SO62275,383,25229,9,1
1/17/2017,SO62252,480,23199,1,2
1/17/2017,SO62252,484,23199,1,2
1/17/2017,SO62252,528,23199,1,2
1/17/2017,SO62252,536,23199,1,2
1/17/2017,SO62262,529,14190,8,2
1/17/2017,SO62262,540,14190,8,1
1/17/2017,SO62284,220,22986,9,1
1/17/2017,SO62284,606,22986,9,1
1/17/2017,SO62244,480,14940,8,2
1/17/2017,SO62244,484,14940,8,2
1/17/2017,SO62244,528,14940,8,2
1/17/2017,SO62244,356,14940,8,1
1/17/2017,SO62244,537,14940,8,1
1/17/2017,SO62279,223,25975,1,3
1/17/2017,SO62279,477,25975,1,2
1/17/2017,SO62279,479,25975,1,2
1/17/2017,SO62279,562,25975,1,1
1/17/2017,SO62237,528,21370,9,2
1/17/2017,SO62237,220,21370,9,1
1/17/2017,SO62236,474,26759,9,1
1/17/2017,SO62236,488,26759,9,1
1/17/2017,SO62259,464,17179,4,2
1/17/2017,SO62259,477,17179,4,2
1/17/2017,SO62277,480,13636,9,2
1/17/2017,SO62277,356,13636,9,1
1/17/2017,SO62272,477,15030,9,2
1/17/2017,SO62272,479,15030,9,2
1/17/2017,SO62272,580,15030,9,1
1/17/2017,SO62260,528,15545,4,2
1/17/2017,SO62260,220,15545,4,1
1/17/2017,SO62276,528,12253,9,2
1/17/2017,SO62276,535,12253,9,2
1/17/2017,SO62276,235,12253,9,1
1/17/2017,SO62276,485,12253,9,1
1/17/2017,SO62276,593,12253,9,1
1/17/2017,SO62250,540,23792,1,1
1/17/2017,SO62233,220,11949,4,1
1/17/2017,SO62239,484,11102,9,2
1/17/2017,SO62273,377,20451,9,1
1/17/2017,SO62273,540,20451,9,1
1/17/2017,SO62278,220,25432,4,1
1/17/2017,SO62278,579,25432,4,1
1/17/2017,SO62268,477,11393,7,2
1/17/2017,SO62268,479,11393,7,2
1/17/2017,SO62283,477,14220,9,2
1/17/2017,SO62283,479,14220,9,2
1/17/2017,SO62283,220,14220,9,1
1/17/2017,SO62283,579,14220,9,1
1/17/2017,SO62266,530,25494,7,3
1/17/2017,SO62266,214,25494,7,1
1/17/2017,SO62238,220,18278,9,1
1/17/2017,SO62281,538,22655,8,2
1/17/2017,SO62281,529,22655,8,1
1/17/2017,SO62281,604,22655,8,1
1/17/2017,SO62254,477,21761,4,1
1/17/2017,SO62254,478,21761,4,1
1/17/2017,SO62254,483,21761,4,1
1/17/2017,SO62261,480,19039,7,2
1/17/2017,SO62261,528,19039,7,2
1/17/2017,SO62235,528,12012,9,2
1/17/2017,SO62235,214,12012,9,1
1/17/2017,SO62234,480,15593,9,2
1/17/2017,SO62234,539,15593,9,2
1/17/2017,SO62257,478,20435,4,3
1/17/2017,SO62257,477,20435,4,2
1/17/2017,SO62257,215,20435,4,1
1/17/2017,SO62269,485,13162,4,2
1/17/2017,SO62269,471,13162,4,1
1/17/2017,SO62280,214,17566,4,1
1/17/2017,SO62280,580,17566,4,1
1/17/2017,SO62240,220,22678,8,1
1/17/2017,SO62240,488,22678,8,1
1/17/2017,SO62240,594,22678,8,1
1/17/2017,SO62282,466,14347,9,2
1/17/2017,SO62282,214,14347,9,1
1/17/2017,SO62282,590,14347,9,1
1/17/2017,SO62241,478,24565,8,2
1/17/2017,SO62241,594,24565,8,1
1/18/2017,SO62344,477,23314,9,2
1/18/2017,SO62344,479,23314,9,2
1/18/2017,SO62344,223,23314,9,1
1/18/2017,SO62344,606,23314,9,1
1/18/2017,SO62285,480,13045,9,2
1/18/2017,SO62285,535,13045,9,1
1/18/2017,SO62325,541,27326,7,2
1/18/2017,SO62325,226,27326,7,1
1/18/2017,SO62325,530,27326,7,1
1/18/2017,SO62321,529,22568,8,2
1/18/2017,SO62316,480,13379,1,2
1/18/2017,SO62316,485,13379,1,2
1/18/2017,SO62287,480,15811,9,2
1/18/2017,SO62287,536,15811,9,2
1/18/2017,SO62312,232,20271,4,1
1/18/2017,SO62312,474,20271,4,1
1/18/2017,SO62342,215,29085,9,1
1/18/2017,SO62342,572,29085,9,1
1/18/2017,SO62292,479,16487,9,2
1/18/2017,SO62292,215,16487,9,1
1/18/2017,SO62292,477,16487,9,1
1/18/2017,SO62337,477,22716,1,2
1/18/2017,SO62337,479,22716,1,1
1/18/2017,SO62337,605,22716,1,1
1/18/2017,SO62332,488,23538,9,1
1/18/2017,SO62332,582,23538,9,1
1/18/2017,SO62338,214,20480,1,1
1/18/2017,SO62338,381,20480,1,1
1/18/2017,SO62290,477,28956,9,2
1/18/2017,SO62290,478,28956,9,2
1/18/2017,SO62334,462,24502,9,2
1/18/2017,SO62334,220,24502,9,1
1/18/2017,SO62334,381,24502,9,1
1/18/2017,SO62328,528,11975,4,2
1/18/2017,SO62328,483,11975,4,1
1/18/2017,SO62328,537,11975,4,1
1/18/2017,SO62295,477,15921,7,2
1/18/2017,SO62295,214,15921,7,1
1/18/2017,SO62295,356,15921,7,1
1/18/2017,SO62295,478,15921,7,1
1/18/2017,SO62304,480,22746,4,2
1/18/2017,SO62304,484,22746,4,2
1/18/2017,SO62304,536,22746,4,2
1/18/2017,SO62289,480,12992,9,2
1/18/2017,SO62289,528,12992,9,2
1/18/2017,SO62299,539,29046,1,3
1/18/2017,SO62299,480,29046,1,2
1/18/2017,SO62299,529,29046,1,1
1/18/2017,SO62340,477,22711,8,2
1/18/2017,SO62340,479,22711,8,2
1/18/2017,SO62340,220,22711,8,1
1/18/2017,SO62340,584,22711,8,1
1/18/2017,SO62301,480,25358,1,2
1/18/2017,SO62301,535,25358,1,2
1/18/2017,SO62323,530,27314,8,2
1/18/2017,SO62323,541,27314,8,2
1/18/2017,SO62323,220,27314,8,1
1/18/2017,SO62333,375,20256,9,1
1/18/2017,SO62333,484,20256,9,1
1/18/2017,SO62302,530,27198,1,2
1/18/2017,SO62302,223,27198,1,1
1/18/2017,SO62302,226,27198,1,1
1/18/2017,SO62302,487,27198,1,1
1/18/2017,SO62302,541,27198,1,1
1/18/2017,SO62311,477,18100,4,2
1/18/2017,SO62311,487,18100,4,1
1/18/2017,SO62307,481,18890,1,2
1/18/2017,SO62307,474,18890,1,1
1/18/2017,SO62309,232,19890,4,1
1/18/2017,SO62309,475,19890,4,1
1/18/2017,SO62306,477,21397,1,2
1/18/2017,SO62306,478,21397,1,2
1/18/2017,SO62306,220,21397,1,1
1/18/2017,SO62327,528,11737,4,2
1/18/2017,SO62327,480,11737,4,1
1/18/2017,SO62327,537,11737,4,1
1/18/2017,SO62326,464,13827,8,2
1/18/2017,SO62326,530,13827,8,2
1/18/2017,SO62297,530,28144,1,3
1/18/2017,SO62297,480,28144,1,2
1/18/2017,SO62297,484,28144,1,2
1/18/2017,SO62330,478,19723,4,2
1/18/2017,SO62330,592,19723,4,1
1/18/2017,SO62286,480,24280,9,2
1/18/2017,SO62286,529,24280,9,2
1/18/2017,SO62286,538,24280,9,2
1/18/2017,SO62288,481,21378,9,2
1/18/2017,SO62288,474,21378,9,1
1/18/2017,SO62335,214,22789,4,1
1/18/2017,SO62335,606,22789,4,1
1/18/2017,SO62346,604,29066,9,1
1/18/2017,SO62320,480,17800,7,3
1/18/2017,SO62320,528,17800,7,1
1/18/2017,SO62320,536,17800,7,1
1/18/2017,SO62345,471,28534,9,1
1/18/2017,SO62345,584,28534,9,1
1/18/2017,SO62300,464,26478,4,2
1/18/2017,SO62300,535,26478,4,2
1/18/2017,SO62331,528,14442,4,2
1/18/2017,SO62331,214,14442,4,1
1/18/2017,SO62331,360,14442,4,1
1/18/2017,SO62331,537,14442,4,1
1/18/2017,SO62298,223,26719,1,2
1/18/2017,SO62298,530,26719,1,2
1/18/2017,SO62298,541,26719,1,2
1/18/2017,SO62298,214,26719,1,1
1/18/2017,SO62298,226,26719,1,1
1/18/2017,SO62322,529,25633,8,2
1/18/2017,SO62322,538,25633,8,2
1/18/2017,SO62322,220,25633,8,1
1/18/2017,SO62322,232,25633,8,1
1/18/2017,SO62305,536,23286,4,2
1/18/2017,SO62343,573,11751,9,1
1/18/2017,SO62315,485,14396,1,2
1/18/2017,SO62315,528,14396,1,2
1/18/2017,SO62315,229,14396,1,1
1/19/2017,SO62362,477,18347,4,2
1/19/2017,SO62362,215,18347,4,1
1/19/2017,SO62349,229,14320,9,1
1/19/2017,SO62372,530,27307,8,2
1/19/2017,SO62372,541,27307,8,2
1/19/2017,SO62372,214,27307,8,1
1/19/2017,SO62393,571,14302,9,1
1/19/2017,SO62392,223,27809,8,2
1/19/2017,SO62392,215,27809,8,1
1/19/2017,SO62392,381,27809,8,1
1/19/2017,SO62373,530,24196,7,3
1/19/2017,SO62373,214,24196,7,1
1/19/2017,SO62355,530,26674,4,2
1/19/2017,SO62355,541,26674,4,2
1/19/2017,SO62355,215,26674,4,1
1/19/2017,SO62394,466,23101,9,2
1/19/2017,SO62394,477,23101,9,2
1/19/2017,SO62394,479,23101,9,2
1/19/2017,SO62394,214,23101,9,1
1/19/2017,SO62394,605,23101,9,1
1/19/2017,SO62368,480,26969,8,2
1/19/2017,SO62368,538,26969,8,2
1/19/2017,SO62382,484,20446,9,2
1/19/2017,SO62382,371,20446,9,1
1/19/2017,SO62371,530,26859,7,2
1/19/2017,SO62371,541,26859,7,2
1/19/2017,SO62383,220,20600,9,1
1/19/2017,SO62383,377,20600,9,1
1/19/2017,SO62377,528,14614,4,3
1/19/2017,SO62377,485,14614,4,2
1/19/2017,SO62377,536,14614,4,2
1/19/2017,SO62377,483,14614,4,1
1/19/2017,SO62377,588,14614,4,1
1/19/2017,SO62385,223,26066,4,2
1/19/2017,SO62385,477,26066,4,2
1/19/2017,SO62385,479,26066,4,2
1/19/2017,SO62385,235,26066,4,1
1/19/2017,SO62385,573,26066,4,1
1/19/2017,SO62375,485,13395,1,2
1/19/2017,SO62381,223,14584,4,2
1/19/2017,SO62381,477,14584,4,2
1/19/2017,SO62381,478,14584,4,2
1/19/2017,SO62381,485,14584,4,2
1/19/2017,SO62381,362,14584,4,1
1/19/2017,SO62370,480,22700,8,3
1/19/2017,SO62370,529,22700,8,1
1/19/2017,SO62387,477,26041,1,2
1/19/2017,SO62387,484,26041,1,2
1/19/2017,SO62387,479,26041,1,1
1/19/2017,SO62387,487,26041,1,1
1/19/2017,SO62387,561,26041,1,1
1/19/2017,SO62376,466,12617,8,2
1/19/2017,SO62376,477,12617,8,2
1/19/2017,SO62376,478,12617,8,1
1/19/2017,SO62369,530,27311,7,3
1/19/2017,SO62369,541,27311,7,2
1/19/2017,SO62380,223,12437,1,2
1/19/2017,SO62380,485,12437,1,2
1/19/2017,SO62380,354,12437,1,1
1/19/2017,SO62380,490,12437,1,1
1/19/2017,SO62356,529,24514,4,3
1/19/2017,SO62356,540,24514,4,1
1/19/2017,SO62391,480,22719,4,2
1/19/2017,SO62391,529,22719,4,2
1/19/2017,SO62391,538,22719,4,2
1/19/2017,SO62391,605,22719,4,1
1/19/2017,SO62378,481,12768,4,2
1/19/2017,SO62378,474,12768,4,1
1/19/2017,SO62378,589,12768,4,1
1/19/2017,SO62348,528,28303,9,2
1/19/2017,SO62348,214,28303,9,1
1/19/2017,SO62348,537,28303,9,1
1/19/2017,SO62354,529,29226,1,2
1/19/2017,SO62354,215,29226,1,1
1/19/2017,SO62358,480,22364,4,2
1/19/2017,SO62358,484,22364,4,2
1/19/2017,SO62358,528,22364,4,2
1/19/2017,SO62358,536,22364,4,2
1/19/2017,SO62374,480,25491,7,2
1/19/2017,SO62374,530,25491,7,2
1/19/2017,SO62350,214,13121,9,1
1/19/2017,SO62350,529,13121,9,1
1/19/2017,SO62395,477,28715,9,3
1/19/2017,SO62395,479,28715,9,2
1/19/2017,SO62395,215,28715,9,1
1/19/2017,SO62395,584,28715,9,1
1/19/2017,SO62379,485,15166,4,3
1/19/2017,SO62379,352,15166,4,1
1/19/2017,SO62390,584,18471,1,1
1/19/2017,SO62359,478,21905,1,3
1/19/2017,SO62359,477,21905,1,2
1/19/2017,SO62347,529,14521,9,2
1/19/2017,SO62347,539,14521,9,2
1/19/2017,SO62347,214,14521,9,1
1/19/2017,SO62389,584,22872,1,1
1/19/2017,SO62363,528,15164,4,1
1/19/2017,SO62351,462,19101,9,3
1/19/2017,SO62351,530,19101,9,2
1/19/2017,SO62351,541,19101,9,2
1/19/2017,SO62384,466,13646,9,2
1/19/2017,SO62384,477,13646,9,2
1/19/2017,SO62384,478,13646,9,2
1/19/2017,SO62384,485,13646,9,2
1/19/2017,SO62384,362,13646,9,1
1/19/2017,SO62384,491,13646,9,1
1/20/2017,SO62438,480,11874,4,2
1/20/2017,SO62438,485,11874,4,2
1/20/2017,SO62438,528,11874,4,2
1/20/2017,SO62438,537,11874,4,1
1/20/2017,SO62445,477,12084,1,2
1/20/2017,SO62445,478,12084,1,2
1/20/2017,SO62445,232,12084,1,1
1/20/2017,SO62445,352,12084,1,1
1/20/2017,SO62445,485,12084,1,1
1/20/2017,SO62417,478,21686,4,2
1/20/2017,SO62431,529,24531,8,2
1/20/2017,SO62431,472,24531,8,1
1/20/2017,SO62462,477,23242,1,2
1/20/2017,SO62462,479,23242,1,2
1/20/2017,SO62462,605,23242,1,1
1/20/2017,SO62436,485,12931,4,2
1/20/2017,SO62436,215,12931,4,1
1/20/2017,SO62436,235,12931,4,1
1/20/2017,SO62436,528,12931,4,1
1/20/2017,SO62436,537,12931,4,1
1/20/2017,SO62428,481,15001,8,2
1/20/2017,SO62428,485,15001,8,2
1/20/2017,SO62418,477,21770,1,2
1/20/2017,SO62418,478,21770,1,2
1/20/2017,SO62418,482,21770,1,2
1/20/2017,SO62411,354,15710,7,1
1/20/2017,SO62446,480,14439,1,3
1/20/2017,SO62446,477,14439,1,2
1/20/2017,SO62446,478,14439,1,2
1/20/2017,SO62446,360,14439,1,1
1/20/2017,SO62465,604,11483,7,1
1/20/2017,SO62442,528,15909,4,3
1/20/2017,SO62442,480,15909,4,2
1/20/2017,SO62442,535,15909,4,2
1/20/2017,SO62442,594,15909,4,1
1/20/2017,SO62424,528,15772,4,2
1/20/2017,SO62424,215,15772,4,1
1/20/2017,SO62439,477,12714,8,2
1/20/2017,SO62439,478,12714,8,2
1/20/2017,SO62439,215,12714,8,1
1/20/2017,SO62405,480,12372,9,2
1/20/2017,SO62426,485,14954,7,3
1/20/2017,SO62426,223,14954,7,2
1/20/2017,SO62426,528,14954,7,2
1/20/2017,SO62426,220,14954,7,1
1/20/2017,SO62403,223,19962,9,2
1/20/2017,SO62403,538,19962,9,2
1/20/2017,SO62470,214,28351,9,1
1/20/2017,SO62470,584,28351,9,1
1/20/2017,SO62400,538,19619,9,3
1/20/2017,SO62400,480,19619,9,2
1/20/2017,SO62432,529,25317,8,2
1/20/2017,SO62432,538,25317,8,2
1/20/2017,SO62432,471,25317,8,1
1/20/2017,SO62463,477,23181,1,2
1/20/2017,SO62463,479,23181,1,2
1/20/2017,SO62463,214,23181,1,1
1/20/2017,SO62463,606,23181,1,1
1/20/2017,SO62423,528,16063,4,2
1/20/2017,SO62401,485,18298,9,2
1/20/2017,SO62440,537,12985,4,1
1/20/2017,SO62416,480,25416,4,2
1/20/2017,SO62416,484,25416,4,2
1/20/2017,SO62416,528,25416,4,2
1/20/2017,SO62416,535,25416,4,2
1/20/2017,SO62427,223,17208,8,2
1/20/2017,SO62427,477,17208,8,2
1/20/2017,SO62427,478,17208,8,2
1/20/2017,SO62427,485,17208,8,2
1/20/2017,SO62456,381,24506,9,1
1/20/2017,SO62407,529,17898,8,2
1/20/2017,SO62407,539,17898,8,2
1/20/2017,SO62407,214,17898,8,1
1/20/2017,SO62407,582,17898,8,1
1/20/2017,SO62464,480,20463,4,2
1/20/2017,SO62464,539,20463,4,2
1/20/2017,SO62464,383,20463,4,1
1/20/2017,SO62434,480,24864,8,2
1/20/2017,SO62434,484,24864,8,2
1/20/2017,SO62434,529,24864,8,2
1/20/2017,SO62434,538,24864,8,2
1/20/2017,SO62434,483,24864,8,1
1/20/2017,SO62455,484,20259,9,2
1/20/2017,SO62455,377,20259,9,1
1/20/2017,SO62420,477,18323,1,3
1/20/2017,SO62420,215,18323,1,1
1/20/2017,SO62454,373,20606,9,1
1/20/2017,SO62454,540,20606,9,1
1/20/2017,SO62447,485,14440,4,3
1/20/2017,SO62447,477,14440,4,2
1/20/2017,SO62447,478,14440,4,2
1/20/2017,SO62447,215,14440,4,1
1/20/2017,SO62447,362,14440,4,1
1/20/2017,SO62399,536,17235,9,2
1/20/2017,SO62422,477,18074,1,2
1/20/2017,SO62422,490,18074,1,1
1/20/2017,SO62453,583,23434,9,1
1/20/2017,SO62443,485,14664,4,2
1/20/2017,SO62443,214,14664,4,1
1/20/2017,SO62443,352,14664,4,1
1/20/2017,SO62443,464,14664,4,1
1/20/2017,SO62459,356,13644,9,1
1/20/2017,SO62429,480,17718,8,2
1/20/2017,SO62429,528,17718,8,2
1/20/2017,SO62429,535,17718,8,2
1/20/2017,SO62419,478,20780,1,2
1/20/2017,SO62452,229,25593,7,1
1/20/2017,SO62452,577,25593,7,1
1/20/2017,SO62414,530,26675,4,3
1/20/2017,SO62414,214,26675,4,1
1/20/2017,SO62414,541,26675,4,1
1/20/2017,SO62441,371,16732,1,1
1/20/2017,SO62441,484,16732,1,1
1/20/2017,SO62398,529,14278,9,2
1/20/2017,SO62398,539,14278,9,2
1/20/2017,SO62398,214,14278,9,1
1/20/2017,SO62398,473,14278,9,1
1/20/2017,SO62425,477,14028,1,2
1/20/2017,SO62425,478,14028,1,2
1/20/2017,SO62425,485,14028,1,2
1/20/2017,SO62425,487,14028,1,1
1/20/2017,SO62406,220,15055,8,1
1/20/2017,SO62406,592,15055,8,1
1/20/2017,SO62461,215,25982,1,1
1/20/2017,SO62461,573,25982,1,1
1/20/2017,SO62460,477,29174,1,2
1/20/2017,SO62460,479,29174,1,1
1/20/2017,SO62460,565,29174,1,1
1/20/2017,SO62448,223,28494,8,2
1/20/2017,SO62448,565,28494,8,1
1/20/2017,SO62469,481,14301,9,3
1/20/2017,SO62469,585,14301,9,1
1/20/2017,SO62397,529,15239,9,3
1/20/2017,SO62397,539,15239,9,2
1/20/2017,SO62397,214,15239,9,1
1/20/2017,SO62457,383,25138,9,1
1/20/2017,SO62402,529,26035,9,2
1/20/2017,SO62402,538,26035,9,2
1/20/2017,SO62402,472,26035,9,1
1/20/2017,SO62409,484,15101,8,2
1/20/2017,SO62409,528,15101,8,2
1/20/2017,SO62409,360,15101,8,1
1/20/2017,SO62409,537,15101,8,1
1/20/2017,SO62415,541,26707,4,3
1/20/2017,SO62415,530,26707,4,2
1/20/2017,SO62458,478,12251,9,2
1/20/2017,SO62458,598,12251,9,1
1/20/2017,SO62404,530,23569,9,2
1/20/2017,SO62404,220,23569,9,1
1/21/2017,SO62510,477,16751,1,2
1/21/2017,SO62510,479,16751,1,2
1/21/2017,SO62510,214,16751,1,1
1/21/2017,SO62510,373,16751,1,1
1/21/2017,SO62519,462,17733,9,2
1/21/2017,SO62519,215,17733,9,1
1/21/2017,SO62519,385,17733,9,1
1/21/2017,SO62485,480,11197,1,2
1/21/2017,SO62485,529,11197,1,2
1/21/2017,SO62485,486,11197,1,1
1/21/2017,SO62504,223,11566,7,2
1/21/2017,SO62504,529,11566,7,2
1/21/2017,SO62497,476,15104,7,1
1/21/2017,SO62502,223,21091,8,3
1/21/2017,SO62502,477,21091,8,2
1/21/2017,SO62508,485,13293,4,2
1/21/2017,SO62472,485,22205,9,2
1/21/2017,SO62472,473,22205,9,1
1/21/2017,SO62472,537,22205,9,1
1/21/2017,SO62481,214,12221,7,1
1/21/2017,SO62481,356,12221,7,1
1/21/2017,SO62481,537,12221,7,1
1/21/2017,SO62511,480,12096,4,2
1/21/2017,SO62511,352,12096,4,1
1/21/2017,SO62500,528,20723,8,2
1/21/2017,SO62500,487,20723,8,1
1/21/2017,SO62500,490,20723,8,1
1/21/2017,SO62500,536,20723,8,1
1/21/2017,SO62516,479,20241,9,3
1/21/2017,SO62516,477,20241,9,2
1/21/2017,SO62516,489,20241,9,1
1/21/2017,SO62516,583,20241,9,1
1/21/2017,SO62488,477,21640,4,3
1/21/2017,SO62488,478,21640,4,2
1/21/2017,SO62488,487,21640,4,1
